,index,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,PavedDrive,SaleCondition,Electrical,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,GarageArea,GarageCars,BsmtHalfBath,BsmtFullBath,MasVnrArea,GarageYrBlt,LotFrontage,SaleType,Exterior1st,Exterior2nd,KitchenQual,Utilities,Functional,MSZoning,MasVnrType,BsmtFinType1,BsmtFinType2,BsmtExposure,BsmtQual,BsmtCond,GarageType,GarageFinish,GarageQual,GarageCond,FireplaceQu
48,49,190,4456,4,5,1920,2008,736,716,0,1452,2,0,2,3,8,0,0,0,102,0,0,0,0,6,2009,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,N,Partial,SBrkr,0.0,0.0,736.0,736.0,0.0,0.0,0.0,0.0,0.0,1943.798095703125,33.0,New,MetalSd,MetalSd,TA,AllPub,Typ,RM,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
49,50,20,7742,5,7,1966,1966,955,0,0,955,1,0,3,1,6,0,0,0,0,0,0,0,0,1,2007,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,763.0,0.0,192.0,955.0,386.0,1.0,0.0,1.0,0.0,1966.0,66.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,None,BLQ,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
50,51,60,13869,6,6,1997,1997,794,676,0,1470,2,0,3,1,6,0,0,75,0,0,0,0,0,7,2007,Pave,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,182.0,0.0,612.0,794.0,388.0,2.0,1.0,0.0,0.0,1997.0,94.86629486083984,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,Av,Gd,TA,Attchd,Fin,TA,TA,Gd
51,52,50,6240,6,6,1934,1950,816,0,360,1176,1,0,3,1,6,1,112,0,0,0,0,0,400,9,2006,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,TA,TA,PConc,GasA,TA,Y,Y,Normal,SBrkr,0.0,0.0,816.0,816.0,528.0,2.0,0.0,0.0,0.0,1985.0,52.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RM,None,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
52,53,90,8472,5,5,1963,1963,816,0,0,816,1,0,2,1,5,0,106,0,0,0,0,0,0,5,2010,Grvl,IR2,Bnk,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,Gable,CompShg,Fa,TA,CBlock,GasA,TA,N,Y,Normal,SBrkr,104.0,712.0,0.0,816.0,516.0,2.0,0.0,1.0,0.0,1963.0,110.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RM,None,LwQ,GLQ,Gd,Gd,TA,CarPort,Unf,TA,TA,Gd
53,54,20,50271,9,5,1981,1987,1842,0,0,1842,0,1,0,1,5,1,857,72,0,0,0,0,0,11,2006,Pave,IR1,Low,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,WdShngl,Gd,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,1810.0,0.0,32.0,1842.0,894.0,3.0,0.0,2.0,0.0,1981.0,68.0,WD,WdShing,Wd Shng,Gd,AllPub,Typ,RL,None,GLQ,Unf,Gd,Ex,TA,Attchd,Fin,TA,TA,Gd
54,55,80,7134,5,5,1955,1955,1360,0,0,1360,1,0,3,1,6,1,0,50,0,0,0,0,0,2,2007,Pave,Reg,Bnk,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,384.0,0.0,0.0,384.0,572.0,2.0,0.0,0.0,0.0,1962.0,60.0,WD,MetalSd,MetalSd,TA,AllPub,Min1,RL,None,ALQ,Unf,No,TA,TA,Detchd,Unf,TA,TA,TA
55,56,20,10175,6,5,1964,1964,1425,0,0,1425,2,0,3,1,7,1,0,0,0,407,0,0,0,7,2008,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,490.0,0.0,935.0,1425.0,576.0,2.0,0.0,0.0,272.0,1964.0,100.0,WD,HdBoard,Plywood,TA,AllPub,Typ,RL,BrkFace,BLQ,Unf,No,TA,TA,Attchd,RFn,TA,TA,Gd
56,57,160,2645,8,5,1999,2000,983,756,0,1739,2,1,3,1,7,0,115,0,0,0,0,0,0,8,2009,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Abnorml,SBrkr,649.0,0.0,321.0,970.0,480.0,2.0,0.0,1.0,456.0,1999.0,24.0,WD,MetalSd,MetalSd,Gd,AllPub,Typ,FV,BrkFace,GLQ,Unf,No,Gd,TA,Attchd,Fin,TA,TA,Gd
57,58,60,11645,7,5,2004,2004,860,860,0,1720,2,1,3,1,7,0,0,70,0,0,0,0,0,8,2006,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,860.0,860.0,565.0,2.0,0.0,0.0,0.0,2004.0,89.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,Unf,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
58,59,60,13682,10,5,2006,2006,1426,1519,0,2945,3,1,3,1,10,1,192,0,37,0,0,0,0,10,2006,Pave,IR2,HLS,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,Ex,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,0.0,0.0,1410.0,1410.0,641.0,3.0,0.0,0.0,1031.0,2006.0,66.0,New,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,Unf,Unf,Gd,Ex,TA,BuiltIn,Fin,TA,TA,Gd
59,60,20,7200,5,7,1972,1972,780,0,0,780,1,0,2,1,4,0,196,0,0,0,0,0,0,1,2008,Pave,Reg,Bnk,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,632.0,0.0,148.0,780.0,352.0,1.0,0.0,0.0,0.0,1973.0,60.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,None,ALQ,Unf,Av,TA,TA,Detchd,Unf,TA,TA,Gd
60,61,20,13072,6,5,2004,2004,1158,0,0,1158,1,1,3,1,5,0,0,50,0,0,0,0,0,5,2006,Pave,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,941.0,0.0,217.0,1158.0,576.0,2.0,0.0,1.0,0.0,2006.0,63.0,New,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,ALQ,Unf,No,Gd,TA,Detchd,Unf,TA,TA,Gd
61,62,75,7200,5,7,1920,1996,581,530,0,1111,1,0,3,1,6,0,0,0,144,0,0,0,0,3,2007,Pave,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,TA,TA,BrkTil,GasA,TA,N,N,Normal,SBrkr,0.0,0.0,530.0,530.0,288.0,1.0,0.0,0.0,0.0,1935.0,60.0,WD,MetalSd,MetalSd,Fa,AllPub,Typ,RM,None,Unf,Unf,No,TA,Fa,Detchd,Unf,TA,TA,Gd
62,63,120,6442,8,5,2006,2006,1370,0,0,1370,2,0,2,1,6,1,120,49,0,0,0,0,0,10,2007,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,24.0,0.0,1346.0,1370.0,484.0,2.0,0.0,0.0,178.0,2006.0,44.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,Stone,GLQ,Unf,Mn,Gd,Gd,Attchd,RFn,TA,TA,Gd
63,64,70,10300,7,6,1921,1950,902,808,0,1710,2,0,3,1,9,0,12,11,64,0,0,0,0,4,2010,Pave,IR1,Bnk,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,TA,TA,BrkTil,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,576.0,576.0,480.0,2.0,0.0,0.0,0.0,1990.0,50.0,WD,Stucco,Stucco,TA,AllPub,Typ,RM,None,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
64,65,60,9375,7,5,1997,1998,1057,977,0,2034,2,1,3,1,8,0,576,36,0,0,0,0,0,2,2009,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,739.0,0.0,318.0,1057.0,645.0,2.0,0.0,1.0,573.0,1998.0,75.23434448242188,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
65,66,60,9591,8,5,2004,2005,1143,1330,0,2473,2,1,4,1,9,1,192,151,0,0,0,0,0,10,2007,Pave,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,1143.0,1143.0,852.0,3.0,0.0,0.0,344.0,2004.0,76.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,Unf,Unf,Av,Ex,TA,BuiltIn,RFn,TA,TA,Gd
66,67,20,19900,7,5,1970,1989,2207,0,0,2207,2,0,3,1,7,1,301,0,0,0,0,0,0,7,2010,Pave,Reg,Lvl,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,912.0,0.0,1035.0,1947.0,576.0,2.0,0.0,1.0,287.0,1970.0,104.0400161743164,WD,Plywood,Plywood,TA,AllPub,Min1,RL,BrkFace,GLQ,Unf,Gd,Gd,TA,Attchd,RFn,TA,TA,Gd
67,68,20,10665,7,5,2003,2003,1479,0,0,1479,2,0,3,1,7,0,144,29,0,0,0,0,0,6,2007,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1013.0,0.0,440.0,1453.0,558.0,2.0,0.0,1.0,167.0,2003.0,72.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,GLQ,Unf,Av,Gd,TA,Attchd,RFn,TA,TA,Gd
68,69,30,4608,4,6,1945,1950,747,0,0,747,1,0,2,1,4,0,0,0,0,0,0,0,0,6,2010,Pave,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,TA,Gd,CBlock,GasA,TA,Y,Y,Normal,SBrkr,0.0,0.0,747.0,747.0,220.0,1.0,0.0,0.0,0.0,1945.0,47.0,WD,MetalSd,MetalSd,TA,AllPub,Typ,RM,None,Unf,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
69,70,50,15593,7,4,1953,1953,1304,983,0,2287,2,0,3,1,7,1,0,21,114,0,0,0,0,7,2006,Pave,Reg,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Gd,TA,CBlock,GasW,TA,Y,Y,Normal,SBrkr,603.0,0.0,701.0,1304.0,667.0,2.0,0.0,0.0,0.0,1953.0,81.0,WD,BrkFace,AsbShng,TA,AllPub,Typ,RL,None,BLQ,Unf,No,TA,TA,Attchd,Fin,TA,TA,TA
70,71,20,13651,7,6,1973,1973,2223,0,0,2223,2,0,3,1,8,2,300,0,0,0,0,0,0,2,2007,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,Gd,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,1880.0,0.0,343.0,2223.0,516.0,2.0,0.0,1.0,1115.0,1973.0,95.0,WD,Plywood,Plywood,TA,AllPub,Typ,RL,BrkFace,ALQ,Unf,Gd,Gd,TA,Attchd,Fin,TA,TA,Gd
71,72,20,7599,4,6,1982,2006,845,0,0,845,1,0,2,1,4,0,0,0,0,0,0,0,0,6,2007,Pave,Reg,Lvl,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,565.0,0.0,280.0,845.0,360.0,2.0,0.0,1.0,0.0,1987.0,69.0,WD,HdBoard,Plywood,TA,AllPub,Typ,RL,None,ALQ,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
72,73,60,10141,7,5,1998,1998,885,833,0,1718,2,1,3,1,7,1,0,94,0,0,291,0,0,12,2009,Pave,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,832.0,832.0,427.0,2.0,0.0,0.0,40.0,1998.0,74.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,BrkFace,Unf,Unf,No,Gd,TA,Attchd,Fin,TA,TA,TA
73,74,20,10200,5,7,1954,2003,1086,0,0,1086,1,0,3,1,6,0,0,0,0,0,0,0,0,5,2010,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,320.0,362.0,404.0,1086.0,490.0,2.0,0.0,1.0,104.0,1989.0,85.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RL,BrkFace,ALQ,BLQ,No,TA,TA,Attchd,Unf,TA,TA,Gd
74,75,50,5790,3,6,1915,1950,840,765,0,1605,2,0,3,2,8,0,0,0,202,0,0,0,0,5,2010,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Gd,Gd,CBlock,GasA,Gd,N,Y,Normal,SBrkr,0.0,0.0,840.0,840.0,379.0,1.0,0.0,0.0,0.0,1915.0,60.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RM,None,Unf,Unf,No,Fa,TA,Detchd,Unf,TA,TA,Gd
75,76,180,1596,4,5,1973,1973,526,462,0,988,1,0,2,1,5,0,120,101,0,0,0,0,0,11,2009,Pave,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,462.0,0.0,0.0,462.0,297.0,1.0,0.0,1.0,0.0,1973.0,21.0,WD,CemntBd,CmentBd,TA,AllPub,Typ,RM,None,GLQ,Unf,Gd,Gd,TA,BuiltIn,Unf,TA,TA,Gd
76,77,20,8475,4,7,1956,1956,952,0,0,952,1,0,2,1,4,0,0,0,0,0,0,0,0,4,2008,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Ex,Y,Y,Normal,FuseA,228.0,0.0,724.0,952.0,283.0,1.0,0.0,0.0,0.0,1956.0,70.02149200439453,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,ALQ,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
77,78,50,8635,5,5,1948,2001,1072,213,0,1285,1,0,2,1,6,0,0,0,0,0,0,0,0,1,2008,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Normal,SBrkr,336.0,41.0,295.0,672.0,240.0,1.0,0.0,1.0,0.0,1948.0,50.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Min1,RM,None,BLQ,GLQ,No,TA,TA,Detchd,Unf,TA,TA,Gd
78,79,90,10778,4,5,1968,1968,1768,0,0,1768,2,0,4,2,8,0,0,0,0,0,0,0,0,4,2010,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Hip,CompShg,TA,TA,CBlock,GasA,TA,N,Y,Normal,SBrkr,0.0,0.0,1768.0,1768.0,0.0,0.0,0.0,0.0,0.0,1965.432373046875,72.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Attchd,RFn,TA,TA,Gd
79,80,50,10440,5,6,1910,1981,682,548,0,1230,1,1,2,1,5,0,74,0,128,0,0,0,0,5,2009,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,440.0,440.0,440.0,2.0,0.0,0.0,0.0,1966.0,60.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RM,None,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
80,81,60,13000,6,6,1968,1968,1182,960,0,2142,2,1,4,1,8,1,0,72,0,0,252,0,0,6,2009,Pave,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,Gd,CBlock,GasA,TA,Y,Y,Normal,SBrkr,448.0,0.0,448.0,896.0,509.0,1.0,0.0,0.0,576.0,1968.0,100.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,Rec,Unf,No,Gd,TA,Attchd,Fin,TA,TA,Gd
81,82,120,4500,6,5,1998,1998,1337,0,0,1337,2,0,2,1,5,0,0,199,0,0,0,0,0,3,2006,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,TA,Gd,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1201.0,0.0,36.0,1237.0,405.0,2.0,0.0,1.0,443.0,1998.0,32.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RM,BrkFace,GLQ,Unf,No,Ex,Gd,Attchd,Fin,TA,TA,Gd
82,83,20,10206,8,5,2007,2007,1563,0,0,1563,2,0,3,1,6,1,144,99,0,0,0,0,0,10,2008,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,33.0,0.0,1530.0,1563.0,758.0,3.0,0.0,0.0,468.0,2007.0,78.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,Stone,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
83,84,20,8892,5,5,1960,1960,1065,0,0,1065,1,1,3,1,6,0,74,0,0,0,0,0,0,7,2007,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,CBlock,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,1065.0,1065.0,461.0,2.0,0.0,0.0,66.0,1974.0,80.0,COD,MetalSd,MetalSd,TA,AllPub,Typ,RL,BrkCmn,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
84,85,80,8530,7,5,1995,1996,804,670,0,1474,2,1,3,1,7,1,120,72,0,0,0,0,700,5,2009,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,TA,TA,PConc,GasA,Gd,Y,Y,Normal,SBrkr,0.0,0.0,384.0,384.0,400.0,2.0,0.0,0.0,22.0,1995.0,66.97822570800781,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,BrkFace,Unf,Unf,No,Gd,TA,BuiltIn,Fin,TA,TA,TA
85,86,60,16059,8,5,1991,1992,1301,1116,0,2417,2,1,4,1,9,1,127,82,0,0,0,0,0,4,2006,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,Gd,TA,CBlock,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,1288.0,1288.0,462.0,2.0,0.0,0.0,284.0,1991.0,121.0,WD,HdBoard,HdBoard,Gd,AllPub,Typ,RL,BrkFace,Unf,Unf,No,Gd,TA,Attchd,Unf,TA,TA,TA
86,87,60,11911,6,5,2005,2005,684,876,0,1560,2,1,3,1,6,1,100,38,0,0,0,0,0,3,2009,Pave,IR2,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,0.0,0.0,684.0,684.0,400.0,2.0,0.0,0.0,0.0,2005.0,122.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,Unf,Unf,Av,Gd,TA,BuiltIn,Fin,TA,TA,Gd
87,88,160,3951,6,5,2009,2009,612,612,0,1224,2,1,2,1,4,0,0,234,0,0,0,0,0,6,2009,Pave,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Partial,SBrkr,0.0,0.0,612.0,612.0,528.0,2.0,0.0,0.0,76.0,2009.0,40.0,New,VinylSd,VinylSd,Gd,AllPub,Typ,FV,Stone,Unf,Unf,Av,Gd,TA,Detchd,RFn,TA,TA,Gd
88,89,50,8470,3,2,1915,1982,1013,0,513,1526,1,0,2,1,6,0,0,0,156,0,0,0,0,10,2009,Pave,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,Hip,CompShg,Fa,Fa,CBlock,GasA,TA,N,N,Abnorml,SBrkr,0.0,0.0,1013.0,1013.0,0.0,0.0,0.0,0.0,0.0,1984.170654296875,105.0,ConLD,Plywood,Plywood,Fa,AllPub,Typ,C (all),None,Unf,Unf,No,TA,Fa,Attchd,Unf,TA,TA,Gd
89,90,20,8070,4,5,1994,1995,990,0,0,990,1,0,3,1,5,0,0,0,0,0,0,0,0,8,2007,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,588.0,0.0,402.0,990.0,0.0,0.0,0.0,1.0,0.0,1995.31640625,60.0,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,Unf,TA,TA,Gd
90,91,20,7200,4,5,1950,1950,1040,0,0,1040,1,0,2,1,4,0,0,29,0,0,0,0,0,7,2006,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,TA,Slab,GasA,TA,Y,Y,Normal,FuseA,0.0,0.0,0.0,0.0,420.0,2.0,0.0,0.0,0.0,1950.0,60.0,WD,BrkFace,Wd Sdng,TA,AllPub,Typ,RL,None,Unf,Unf,No,TA,TA,Detchd,Unf,TA,TA,Gd
91,92,20,8500,5,3,1961,1961,1235,0,0,1235,1,0,2,1,6,0,0,0,0,0,0,0,0,12,2006,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,Y,Abnorml,SBrkr,600.0,0.0,635.0,1235.0,480.0,2.0,0.0,0.0,203.0,1961.0,85.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,BrkCmn,Rec,Unf,No,TA,TA,Attchd,Unf,TA,TA,Gd
92,93,30,13360,5,7,1921,2006,964,0,0,964,1,0,2,1,5,0,0,0,44,0,0,0,0,8,2009,Pave,IR1,HLS,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,TA,Gd,BrkTil,GasA,Ex,Y,Y,Normal,SBrkr,713.0,0.0,163.0,876.0,432.0,2.0,0.0,1.0,0.0,1921.0,80.0,WD,Wd Sdng,Wd Sdng,TA,AllPub,Typ,RL,None,ALQ,Unf,No,Gd,TA,Detchd,Unf,TA,TA,Gd
93,94,190,7200,6,6,1910,1998,1260,1031,0,2291,2,0,4,2,9,1,0,0,0,0,99,0,0,11,2007,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,Hip,CompShg,TA,TA,BrkTil,GasW,Ex,N,Y,Normal,SBrkr,1046.0,0.0,168.0,1214.0,506.0,2.0,1.0,0.0,0.0,1900.0,60.0,WD,MetalSd,MetalSd,TA,AllPub,Typ,C (all),None,Rec,Unf,Mn,TA,Fa,Detchd,Unf,TA,TA,Gd
94,95,60,9337,6,5,1997,1997,905,881,0,1786,2,1,3,1,7,0,0,162,0,0,0,0,0,5,2007,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,TA,Gd,PConc,GasA,Ex,Y,Y,Normal,SBrkr,648.0,0.0,176.0,824.0,684.0,2.0,0.0,1.0,0.0,1997.0,69.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,None,GLQ,Unf,No,Gd,TA,Attchd,RFn,TA,TA,Gd
95,96,60,9765,6,8,1993,1993,680,790,0,1470,2,1,3,1,6,1,232,63,0,0,0,0,480,4,2009,Pave,IR2,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,Ex,Gd,PConc,GasA,Gd,Y,Y,Normal,SBrkr,310.0,0.0,370.0,680.0,420.0,2.0,0.0,0.0,68.0,1993.0,79.61956024169922,WD,VinylSd,VinylSd,TA,AllPub,Typ,RL,BrkFace,ALQ,Unf,No,Gd,Gd,BuiltIn,Fin,TA,TA,TA
96,97,20,10264,7,5,1999,1999,1588,0,0,1588,2,0,3,1,6,0,158,29,0,0,0,0,0,8,2006,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Gd,TA,PConc,GasA,Ex,Y,Y,Normal,SBrkr,1162.0,0.0,426.0,1588.0,472.0,2.0,0.0,0.0,183.0,1999.0,78.0,WD,VinylSd,VinylSd,Gd,AllPub,Typ,RL,BrkFace,ALQ,Unf,Av,Gd,TA,Attchd,RFn,TA,TA,Gd
97,98,20,10921,4,5,1965,1965,960,0,0,960,1,0,3,1,6,0,120,0,0,0,0,0,0,5,2007,Pave,Reg,HLS,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,TA,TA,CBlock,GasA,TA,Y,P,Normal,FuseF,520.0,0.0,440.0,960.0,432.0,1.0,0.0,1.0,48.0,1965.0,73.0,WD,HdBoard,HdBoard,TA,AllPub,Typ,RL,BrkFace,Rec,Unf,No,TA,TA,Attchd,Fin,TA,TA,Gd
